obs # ,,video,camera,year,month,day,start time,time,focal bat,bat infected,behavior (letter),comment,
1 to x,scorer,file path on hard drive,"channel number (e.g. ""2"" for CH02)",year of video,month of video,day of video,AKA focal hour,00:30-60:00 (s),Bat ID (see bat key),T/F,see behavior key in project plan key,e.g don't know if self or social grooming,
65,Michael A,na,na,2019,7,16,19,3230,clwd,F,na,,
66,Michael A,na,na,2019,7,16,19,3300,clwd,F,na,,
67,Michael A,na,na,2019,7,16,19,3330,clwd,F,na,,
68,Michael A,na,na,2019,7,16,19,3400,clwd,F,na,,
69,Michael A,na,na,2019,7,16,19,3430,clwd,F,na,,
70,Michael A,na,na,2019,7,16,19,3500,clwd,F,na,,
71,Michael A,na,na,2019,7,16,19,3530,clwd,F,na,,
72,Michael A,na,na,2019,7,16,19,3600,clwd,F,na,,
73,Michael A,na,na,2019,7,16,19,3630,clwd,F,na,,
74,Michael A,na,na,2019,7,16,19,3700,clwd,F,na,,
75,Michael A,na,na,2019,7,16,19,3730,clwd,F,na,,
76,Michael A,na,na,2019,7,16,19,3800,clwd,F,na,,
77,Michael A,na,na,2019,7,16,19,3830,clwd,F,na,,
78,Michael A,na,na,2019,7,16,19,3900,clwd,F,na,,
79,Michael A,na,na,2019,7,16,19,3930,clwd,F,na,,
80,Michael A,na,na,2019,7,16,19,4000,clwd,F,na,,
81,Michael A,na,na,2019,7,16,19,4030,clwd,F,na,,
82,Michael A,na,na,2019,7,16,19,4100,clwd,F,na,,
83,Michael A,na,na,2019,7,16,19,4130,clwd,F,na,,
84,Michael A,na,na,2019,7,16,19,4200,clwd,F,na,,
85,Michael A,na,na,2019,7,16,19,4230,clwd,F,na,,
86,Michael A,na,na,2019,7,16,19,4300,clwd,F,na,,
87,Michael A,na,na,2019,7,16,19,4330,clwd,F,na,,
88,Michael A,na,na,2019,7,16,19,4400,clwd,F,na,,
89,Michael A,na,na,2019,7,16,19,4430,clwd,F,na,,
90,Michael A,na,na,2019,7,16,19,4500,clwd,F,na,,
91,Michael A,na,na,2019,7,16,19,4530,clwd,F,na,,
92,Michael A,na,na,2019,7,16,19,4600,clwd,F,na,,
93,Michael A,na,na,2019,7,16,19,4630,clwd,F,na,,
94,Michael A,na,na,2019,7,16,19,4700,clwd,F,na,,
95,Michael A,na,na,2019,7,16,19,4730,clwd,F,na,,
96,Michael A,na,na,2019,7,16,19,4800,clwd,F,na,,
97,Michael A,na,na,2019,7,16,19,4830,clwd,F,na,,
98,Michael A,na,na,2019,7,16,19,4900,clwd,F,na,,
99,Michael A,na,na,2019,7,16,19,4930,clwd,F,na,,
100,Michael A,na,na,2019,7,16,19,5000,clwd,F,na,,
101,Michael A,na,na,2019,7,16,19,5030,clwd,F,na,,
102,Michael A,na,na,2019,7,16,19,5100,clwd,F,na,,
103,Michael A,na,na,2019,7,16,19,5130,clwd,F,na,,
104,Michael A,na,na,2019,7,16,19,5200,clwd,F,na,,
105,Michael A,na,na,2019,7,16,19,5230,clwd,F,na,,
106,Michael A,na,na,2019,7,16,19,5300,clwd,F,na,,
107,Michael A,na,na,2019,7,16,19,5330,clwd,F,na,,
108,Michael A,na,na,2019,7,16,19,5400,clwd,F,na,,
109,Michael A,na,na,2019,7,16,19,5430,clwd,F,na,,
110,Michael A,na,na,2019,7,16,19,5500,clwd,F,na,,
111,Michael A,na,na,2019,7,16,19,5530,clwd,F,na,,
112,Michael A,na,na,2019,7,16,19,5600,clwd,F,na,,
113,Michael A,na,na,2019,7,16,19,5630,clwd,F,na,,
114,Michael A,na,na,2019,7,16,19,5700,clwd,F,na,,
115,Michael A,na,na,2019,7,16,19,5730,clwd,F,na,,
116,Michael A,na,na,2019,7,16,19,5800,clwd,F,na,,
117,Michael A,na,na,2019,7,16,19,5830,clwd,F,na,,
118,Michael A,na,na,2019,7,16,19,5900,clwd,F,na,,
119,Michael A,na,na,2019,7,16,19,5930,clwd,F,na,,
120,Michael A,na,na,2019,7,16,19,6000,clwd,F,na,,
1,Michael A,na,na,2019,7,17,19,0030,clwd,F,na,,
2,Michael A,na,na,2019,7,17,19,0100,clwd,F,na,,
3,Michael A,na,na,2019,7,17,19,0130,clwd,F,na,,
4,Michael A,na,na,2019,7,17,19,0200,clwd,F,na,,
5,Michael A,na,na,2019,7,17,19,0230,clwd,F,na,,
6,Michael A,na,na,2019,7,17,19,0300,clwd,F,na,,
7,Michael A,na,na,2019,7,17,19,0330,clwd,F,na,,
8,Michael A,na,na,2019,7,17,19,0400,clwd,F,na,,
9,Michael A,na,na,2019,7,17,19,0430,clwd,F,na,,
10,Michael A,na,na,2019,7,17,19,0500,clwd,F,na,,
11,Michael A,na,na,2019,7,17,19,0530,clwd,F,na,,
12,Michael A,na,na,2019,7,17,19,0600,clwd,F,na,,
13,Michael A,na,na,2019,7,17,19,0630,clwd,F,na,,
14,Michael A,na,na,2019,7,17,19,0700,clwd,F,na,,
15,Michael A,na,na,2019,7,17,19,0730,clwd,F,na,,
16,Michael A,na,na,2019,7,17,19,0800,clwd,F,na,,
17,Michael A,na,na,2019,7,17,19,0830,clwd,F,na,,
18,Michael A,na,na,2019,7,17,19,0900,clwd,F,na,,
19,Michael A,na,na,2019,7,17,19,0930,clwd,F,na,,
20,Michael A,na,na,2019,7,17,19,1000,clwd,F,na,,
21,Michael A,na,na,2019,7,17,19,1030,clwd,F,na,,
22,Michael A,na,na,2019,7,17,19,1100,clwd,F,na,,
23,Michael A,na,na,2019,7,17,19,1130,clwd,F,na,,
24,Michael A,na,na,2019,7,17,19,1200,clwd,F,na,,
25,Michael A,na,na,2019,7,17,19,1230,clwd,F,na,,
26,Michael A,na,na,2019,7,17,19,1300,clwd,F,na,,
27,Michael A,na,na,2019,7,17,19,1330,clwd,F,na,,
28,Michael A,na,na,2019,7,17,19,1400,clwd,F,na,,
29,Michael A,na,na,2019,7,17,19,1430,clwd,F,na,,
30,Michael A,na,na,2019,7,17,19,1500,clwd,F,na,,
31,Michael A,na,na,2019,7,17,19,1530,clwd,F,na,,
32,Michael A,na,na,2019,7,17,19,1600,clwd,F,na,,
33,Michael A,na,na,2019,7,17,19,1630,clwd,F,na,,
34,Michael A,na,na,2019,7,17,19,1700,clwd,F,na,,
35,Michael A,na,na,2019,7,17,19,1730,clwd,F,na,,
36,Michael A,na,na,2019,7,17,19,1800,clwd,F,na,,
37,Michael A,na,na,2019,7,17,19,1830,clwd,F,na,,
38,Michael A,na,na,2019,7,17,19,1900,clwd,F,na,,
39,Michael A,na,na,2019,7,17,19,1930,clwd,F,na,,
40,Michael A,na,na,2019,7,17,19,2000,clwd,F,na,,
41,Michael A,na,na,2019,7,17,19,2030,clwd,F,na,,
42,Michael A,na,na,2019,7,17,19,2100,clwd,F,na,,
43,Michael A,na,na,2019,7,17,19,2130,clwd,F,na,,
44,Michael A,na,na,2019,7,17,19,2200,clwd,F,na,,
45,Michael A,na,na,2019,7,17,19,2230,clwd,F,na,,
46,Michael A,na,na,2019,7,17,19,2300,clwd,F,na,,
47,Michael A,na,na,2019,7,17,19,2330,clwd,F,na,,
48,Michael A,na,na,2019,7,17,19,2400,clwd,F,na,,
49,Michael A,na,na,2019,7,17,19,2430,clwd,F,na,,
50,Michael A,na,na,2019,7,17,19,2500,clwd,F,na,,
51,Michael A,na,na,2019,7,17,19,2530,clwd,F,na,,
52,Michael A,na,na,2019,7,17,19,2600,clwd,F,na,,
53,Michael A,na,na,2019,7,17,19,2630,clwd,F,na,,
54,Michael A,na,na,2019,7,17,19,2700,clwd,F,na,,
55,Michael A,na,na,2019,7,17,19,2730,clwd,F,na,,
56,Michael A,na,na,2019,7,17,19,2800,clwd,F,na,,
57,Michael A,na,na,2019,7,17,19,2830,clwd,F,na,,
58,Michael A,na,na,2019,7,17,19,2900,clwd,F,na,,
59,Michael A,na,na,2019,7,17,19,2930,clwd,F,na,,
60,Michael A,na,na,2019,7,17,19,3000,clwd,F,na,,
61,Michael A,na,na,2019,7,17,19,3030,clwd,F,na,,
62,Michael A,na,na,2019,7,17,19,3100,clwd,F,na,,
63,Michael A,na,na,2019,7,17,19,3130,clwd,F,na,,
64,Michael A,na,na,2019,7,17,19,3200,clwd,F,na,,
65,Michael A,na,na,2019,7,17,19,3230,clwd,F,na,,
66,Michael A,na,na,2019,7,17,19,3300,clwd,F,na,,
67,Michael A,na,na,2019,7,17,19,3330,clwd,F,na,,
68,Michael A,na,na,2019,7,17,19,3400,clwd,F,na,,
69,Michael A,na,na,2019,7,17,19,3430,clwd,F,na,,
70,Michael A,na,na,2019,7,17,19,3500,clwd,F,na,,
71,Michael A,na,na,2019,7,17,19,3530,clwd,F,na,,
72,Michael A,na,na,2019,7,17,19,3600,clwd,F,na,,
73,Michael A,na,na,2019,7,17,19,3630,clwd,F,na,,
74,Michael A,na,na,2019,7,17,19,3700,clwd,F,na,,
75,Michael A,na,na,2019,7,17,19,3730,clwd,F,na,,
76,Michael A,na,na,2019,7,17,19,3800,clwd,F,na,,
77,Michael A,na,na,2019,7,17,19,3830,clwd,F,na,,
78,Michael A,na,na,2019,7,17,19,3900,clwd,F,na,,
79,Michael A,na,na,2019,7,17,19,3930,clwd,F,na,,
80,Michael A,na,na,2019,7,17,19,4000,clwd,F,na,,
81,Michael A,na,na,2019,7,17,19,4030,clwd,F,na,,
82,Michael A,na,na,2019,7,17,19,4100,clwd,F,na,,
83,Michael A,na,na,2019,7,17,19,4130,clwd,F,na,,
84,Michael A,na,na,2019,7,17,19,4200,clwd,F,na,,
85,Michael A,na,na,2019,7,17,19,4230,clwd,F,na,,
86,Michael A,na,na,2019,7,17,19,4300,clwd,F,na,,
87,Michael A,na,na,2019,7,17,19,4330,clwd,F,na,,
88,Michael A,na,na,2019,7,17,19,4400,clwd,F,na,,
89,Michael A,na,na,2019,7,17,19,4430,clwd,F,na,,
90,Michael A,na,na,2019,7,17,19,4500,clwd,F,na,,
91,Michael A,na,na,2019,7,17,19,4530,clwd,F,na,,
92,Michael A,na,na,2019,7,17,19,4600,clwd,F,na,,
93,Michael A,na,na,2019,7,17,19,4630,clwd,F,na,,
94,Michael A,na,na,2019,7,17,19,4700,clwd,F,na,,
95,Michael A,na,na,2019,7,17,19,4730,clwd,F,na,,
96,Michael A,na,na,2019,7,17,19,4800,clwd,F,na,,
97,Michael A,na,na,2019,7,17,19,4830,clwd,F,na,,
98,Michael A,na,na,2019,7,17,19,4900,clwd,F,na,,
99,Michael A,na,na,2019,7,17,19,4930,clwd,F,na,,
100,Michael A,na,na,2019,7,17,19,5000,clwd,F,na,,
101,Michael A,na,na,2019,7,17,19,5030,clwd,F,na,,
102,Michael A,na,na,2019,7,17,19,5100,clwd,F,na,,
103,Michael A,na,na,2019,7,17,19,5130,clwd,F,na,,
104,Michael A,na,na,2019,7,17,19,5200,clwd,F,na,,
105,Michael A,na,na,2019,7,17,19,5230,clwd,F,na,,
106,Michael A,na,na,2019,7,17,19,5300,clwd,F,na,,
107,Michael A,na,na,2019,7,17,19,5330,clwd,F,na,,
108,Michael A,na,na,2019,7,17,19,5400,clwd,F,na,,
109,Michael A,na,na,2019,7,17,19,5430,clwd,F,na,,
110,Michael A,na,na,2019,7,17,19,5500,clwd,F,na,,
111,Michael A,na,na,2019,7,17,19,5530,clwd,F,na,,
112,Michael A,na,na,2019,7,17,19,5600,clwd,F,na,,
113,Michael A,na,na,2019,7,17,19,5630,clwd,F,na,,
114,Michael A,na,na,2019,7,17,19,5700,clwd,F,na,,
115,Michael A,na,na,2019,7,17,19,5730,clwd,F,na,,
116,Michael A,na,na,2019,7,17,19,5800,clwd,F,na,,
117,Michael A,na,na,2019,7,17,19,5830,clwd,F,na,,
118,Michael A,na,na,2019,7,17,19,5900,clwd,F,na,,
119,Michael A,na,na,2019,7,17,19,5930,clwd,F,na,,
120,Michael A,na,na,2019,7,17,19,6000,clwd,F,na,,
1,Michael A,na,na,2019,7,18,19,0030,clwd,F,na,,
2,Michael A,na,na,2019,7,18,19,0100,clwd,F,na,,
3,Michael A,na,na,2019,7,18,19,0130,clwd,F,na,,
4,Michael A,na,na,2019,7,18,19,0200,clwd,F,na,,
5,Michael A,na,na,2019,7,18,19,0230,clwd,F,na,,
6,Michael A,na,na,2019,7,18,19,0300,clwd,F,na,,
7,Michael A,na,na,2019,7,18,19,0330,clwd,F,na,,
8,Michael A,na,na,2019,7,18,19,0400,clwd,F,na,,
9,Michael A,na,na,2019,7,18,19,0430,clwd,F,na,,
10,Michael A,na,na,2019,7,18,19,0500,clwd,F,na,,
11,Michael A,na,na,2019,7,18,19,0530,clwd,F,na,,
12,Michael A,na,na,2019,7,18,19,0600,clwd,F,na,,
13,Michael A,na,na,2019,7,18,19,0630,clwd,F,na,,
14,Michael A,na,na,2019,7,18,19,0700,clwd,F,na,,
15,Michael A,na,na,2019,7,18,19,0730,clwd,F,na,,
16,Michael A,na,na,2019,7,18,19,0800,clwd,F,na,,
17,Michael A,na,na,2019,7,18,19,0830,clwd,F,na,,
18,Michael A,na,na,2019,7,18,19,0900,clwd,F,na,,
19,Michael A,na,na,2019,7,18,19,0930,clwd,F,na,,
20,Michael A,na,na,2019,7,18,19,1000,clwd,F,na,,
21,Michael A,na,na,2019,7,18,19,1030,clwd,F,na,,
22,Michael A,na,na,2019,7,18,19,1100,clwd,F,na,,
23,Michael A,na,na,2019,7,18,19,1130,clwd,F,na,,
24,Michael A,na,na,2019,7,18,19,1200,clwd,F,na,,
25,Michael A,na,na,2019,7,18,19,1230,clwd,F,na,,
26,Michael A,na,na,2019,7,18,19,1300,clwd,F,na,,
27,Michael A,na,na,2019,7,18,19,1330,clwd,F,na,,
28,Michael A,na,na,2019,7,18,19,1400,clwd,F,na,,
29,Michael A,na,na,2019,7,18,19,1430,clwd,F,na,,
30,Michael A,na,na,2019,7,18,19,1500,clwd,F,na,,
31,Michael A,na,na,2019,7,18,19,1530,clwd,F,na,,
32,Michael A,na,na,2019,7,18,19,1600,clwd,F,na,,
33,Michael A,na,na,2019,7,18,19,1630,clwd,F,na,,
34,Michael A,na,na,2019,7,18,19,1700,clwd,F,na,,
35,Michael A,na,na,2019,7,18,19,1730,clwd,F,na,,
36,Michael A,na,na,2019,7,18,19,1800,clwd,F,na,,
37,Michael A,na,na,2019,7,18,19,1830,clwd,F,na,,
38,Michael A,na,na,2019,7,18,19,1900,clwd,F,na,,
39,Michael A,na,na,2019,7,18,19,1930,clwd,F,na,,
40,Michael A,na,na,2019,7,18,19,2000,clwd,F,na,,
41,Michael A,na,na,2019,7,18,19,2030,clwd,F,na,,
42,Michael A,na,na,2019,7,18,19,2100,clwd,F,na,,
43,Michael A,na,na,2019,7,18,19,2130,clwd,F,na,,
44,Michael A,na,na,2019,7,18,19,2200,clwd,F,na,,
45,Michael A,na,na,2019,7,18,19,2230,clwd,F,na,,
46,Michael A,na,na,2019,7,18,19,2300,clwd,F,na,,
47,Michael A,na,na,2019,7,18,19,2330,clwd,F,na,,
48,Michael A,na,na,2019,7,18,19,2400,clwd,F,na,,
49,Michael A,na,na,2019,7,18,19,2430,clwd,F,na,,
50,Michael A,na,na,2019,7,18,19,2500,clwd,F,na,,
51,Michael A,na,na,2019,7,18,19,2530,clwd,F,na,,
52,Michael A,na,na,2019,7,18,19,2600,clwd,F,na,,
53,Michael A,na,na,2019,7,18,19,2630,clwd,F,na,,
54,Michael A,na,na,2019,7,18,19,2700,clwd,F,na,,
55,Michael A,na,na,2019,7,18,19,2730,clwd,F,na,,
56,Michael A,na,na,2019,7,18,19,2800,clwd,F,na,,
57,Michael A,na,na,2019,7,18,19,2830,clwd,F,na,,
58,Michael A,na,na,2019,7,18,19,2900,clwd,F,na,,
59,Michael A,na,na,2019,7,18,19,2930,clwd,F,na,,
60,Michael A,na,na,2019,7,18,19,3000,clwd,F,na,,
61,Michael A,na,na,2019,7,18,19,3030,clwd,F,na,,
62,Michael A,na,na,2019,7,18,19,3100,clwd,F,na,,
63,Michael A,na,na,2019,7,18,19,3130,clwd,F,na,,
64,Michael A,na,na,2019,7,18,19,3200,clwd,F,na,,
65,Michael A,na,na,2019,7,18,19,3230,clwd,F,na,,
66,Michael A,na,na,2019,7,18,19,3300,clwd,F,na,,
67,Michael A,na,na,2019,7,18,19,3330,clwd,F,na,,
68,Michael A,na,na,2019,7,18,19,3400,clwd,F,na,,
69,Michael A,na,na,2019,7,18,19,3430,clwd,F,na,,
70,Michael A,na,na,2019,7,18,19,3500,clwd,F,na,,
71,Michael A,na,na,2019,7,18,19,3530,clwd,F,na,,
72,Michael A,na,na,2019,7,18,19,3600,clwd,F,na,,
73,Michael A,na,na,2019,7,18,19,3630,clwd,F,na,,
74,Michael A,na,na,2019,7,18,19,3700,clwd,F,na,,
75,Michael A,na,na,2019,7,18,19,3730,clwd,F,na,,
76,Michael A,na,na,2019,7,18,19,3800,clwd,F,na,,
77,Michael A,na,na,2019,7,18,19,3830,clwd,F,na,,
78,Michael A,na,na,2019,7,18,19,3900,clwd,F,na,,
79,Michael A,na,na,2019,7,18,19,3930,clwd,F,na,,
80,Michael A,na,na,2019,7,18,19,4000,clwd,F,na,,
81,Michael A,na,na,2019,7,18,19,4030,clwd,F,na,,
82,Michael A,na,na,2019,7,18,19,4100,clwd,F,na,,
83,Michael A,na,na,2019,7,18,19,4130,clwd,F,na,,
84,Michael A,na,na,2019,7,18,19,4200,clwd,F,na,,
85,Michael A,na,na,2019,7,18,19,4230,clwd,F,na,,
86,Michael A,na,na,2019,7,18,19,4300,clwd,F,na,,
87,Michael A,na,na,2019,7,18,19,4330,clwd,F,na,,
88,Michael A,na,na,2019,7,18,19,4400,clwd,F,na,,
89,Michael A,na,na,2019,7,18,19,4430,clwd,F,na,,
90,Michael A,na,na,2019,7,18,19,4500,clwd,F,na,,
91,Michael A,na,na,2019,7,18,19,4530,clwd,F,na,,
92,Michael A,na,na,2019,7,18,19,4600,clwd,F,na,,
93,Michael A,na,na,2019,7,18,19,4630,clwd,F,na,,
94,Michael A,na,na,2019,7,18,19,4700,clwd,F,na,,
95,Michael A,na,na,2019,7,18,19,4730,clwd,F,na,,
96,Michael A,na,na,2019,7,18,19,4800,clwd,F,na,,
97,Michael A,na,na,2019,7,18,19,4830,clwd,F,na,,
98,Michael A,na,na,2019,7,18,19,4900,clwd,F,na,,
99,Michael A,na,na,2019,7,18,19,4930,clwd,F,na,,
100,Michael A,na,na,2019,7,18,19,5000,clwd,F,na,,
101,Michael A,na,na,2019,7,18,19,5030,clwd,F,na,,
102,Michael A,na,na,2019,7,18,19,5100,clwd,F,na,,
103,Michael A,na,na,2019,7,18,19,5130,clwd,F,na,,
104,Michael A,na,na,2019,7,18,19,5200,clwd,F,na,,
105,Michael A,na,na,2019,7,18,19,5230,clwd,F,na,,
106,Michael A,na,na,2019,7,18,19,5300,clwd,F,na,,
107,Michael A,na,na,2019,7,18,19,5330,clwd,F,na,,
108,Michael A,na,na,2019,7,18,19,5400,clwd,F,na,,
109,Michael A,na,na,2019,7,18,19,5430,clwd,F,na,,
110,Michael A,na,na,2019,7,18,19,5500,clwd,F,na,,
111,Michael A,na,na,2019,7,18,19,5530,clwd,F,na,,
112,Michael A,na,na,2019,7,18,19,5600,clwd,F,na,,
113,Michael A,na,na,2019,7,18,19,5630,clwd,F,na,,
114,Michael A,na,na,2019,7,18,19,5700,clwd,F,na,,
115,Michael A,na,na,2019,7,18,19,5730,clwd,F,na,,
116,Michael A,na,na,2019,7,18,19,5800,clwd,F,na,,
117,Michael A,na,na,2019,7,18,19,5830,clwd,F,na,,
118,Michael A,na,na,2019,7,18,20,0700,clwd,F,na,,
119,Michael A,na,na,2019,7,18,20,0730,clwd,F,na,,
120,Michael A,na,na,2019,7,18,20,0800,clwd,F,na,,
1,Michael A,na,na,2019,7,19,19,0030,clwd,F,na,,
2,Michael A,na,na,2019,7,19,19,0100,clwd,F,na,,
3,Michael A,na,na,2019,7,19,19,0130,clwd,F,na,,
4,Michael A,na,na,2019,7,19,19,0200,clwd,F,na,,
5,Michael A,na,na,2019,7,19,19,0230,clwd,F,na,,
6,Michael A,na,na,2019,7,19,19,0300,clwd,F,na,,
7,Michael A,na,na,2019,7,19,19,0330,clwd,F,na,,
8,Michael A,na,na,2019,7,19,19,0400,clwd,F,na,,
9,Michael A,na,na,2019,7,19,19,0430,clwd,F,na,,
10,Michael A,na,na,2019,7,19,19,0500,clwd,F,na,,
11,Michael A,na,na,2019,7,19,19,0530,clwd,F,na,,
12,Michael A,na,na,2019,7,19,19,0600,clwd,F,na,,
13,Michael A,na,na,2019,7,19,19,0630,clwd,F,na,,
14,Michael A,na,na,2019,7,19,19,0700,clwd,F,na,,
15,Michael A,na,na,2019,7,19,19,0730,clwd,F,na,,
16,Michael A,na,na,2019,7,19,19,0800,clwd,F,na,,
17,Michael A,na,na,2019,7,19,19,0830,clwd,F,na,,
18,Michael A,na,na,2019,7,19,19,0900,clwd,F,na,,
19,Michael A,na,na,2019,7,19,19,0930,clwd,F,na,,
20,Michael A,na,na,2019,7,19,19,1000,clwd,F,na,,
21,Michael A,na,na,2019,7,19,19,1030,clwd,F,na,,
22,Michael A,na,na,2019,7,19,19,1100,clwd,F,na,,
23,Michael A,na,na,2019,7,19,19,1130,clwd,F,na,,
24,Michael A,na,na,2019,7,19,19,1200,clwd,F,na,,
25,Michael A,na,na,2019,7,19,19,1230,clwd,F,na,,
26,Michael A,na,na,2019,7,19,19,1300,clwd,F,na,,
27,Michael A,na,na,2019,7,19,19,1330,clwd,F,na,,
28,Michael A,na,na,2019,7,19,19,1400,clwd,F,na,,
29,Michael A,na,na,2019,7,19,19,1430,clwd,F,na,,
30,Michael A,na,na,2019,7,19,19,1500,clwd,F,na,,
31,Michael A,na,na,2019,7,19,19,1530,clwd,F,na,,
32,Michael A,na,na,2019,7,19,19,1600,clwd,F,na,,
33,Michael A,na,na,2019,7,19,19,1630,clwd,F,na,,
34,Michael A,na,na,2019,7,19,19,1700,clwd,F,na,,
35,Michael A,na,na,2019,7,19,19,1730,clwd,F,na,,
36,Michael A,na,na,2019,7,19,19,1800,clwd,F,na,,
37,Michael A,na,na,2019,7,19,19,1830,clwd,F,na,,
38,Michael A,na,na,2019,7,19,19,1900,clwd,F,na,,
39,Michael A,na,na,2019,7,19,19,1930,clwd,F,na,,
40,Michael A,na,na,2019,7,19,19,2000,clwd,F,na,,
41,Michael A,na,na,2019,7,19,19,2030,clwd,F,na,,
42,Michael A,na,na,2019,7,19,19,2100,clwd,F,na,,
43,Michael A,na,na,2019,7,19,19,2130,clwd,F,na,,
44,Michael A,na,na,2019,7,19,19,2200,clwd,F,na,,
45,Michael A,na,na,2019,7,19,19,2230,clwd,F,na,,
46,Michael A,na,na,2019,7,19,19,2300,clwd,F,na,,
47,Michael A,na,na,2019,7,19,19,2330,clwd,F,na,,
48,Michael A,na,na,2019,7,19,19,2400,clwd,F,na,,
49,Michael A,na,na,2019,7,19,19,2430,clwd,F,na,,
50,Michael A,na,na,2019,7,19,19,2500,clwd,F,na,,
51,Michael A,na,na,2019,7,19,19,2530,clwd,F,na,,
52,Michael A,na,na,2019,7,19,19,2600,clwd,F,na,,
53,Michael A,na,na,2019,7,19,19,2630,clwd,F,na,,
54,Michael A,na,na,2019,7,19,19,2700,clwd,F,na,,
55,Michael A,na,na,2019,7,19,19,2730,clwd,F,na,,
56,Michael A,na,na,2019,7,19,19,2800,clwd,F,na,,
57,Michael A,na,na,2019,7,19,19,2830,clwd,F,na,,
58,Michael A,na,na,2019,7,19,19,2900,clwd,F,na,,
59,Michael A,na,na,2019,7,19,19,2930,clwd,F,na,,
60,Michael A,na,na,2019,7,19,19,3000,clwd,F,na,,
61,Michael A,na,na,2019,7,19,19,3030,clwd,F,na,,
62,Michael A,na,na,2019,7,19,19,3100,clwd,F,na,,
63,Michael A,na,na,2019,7,19,19,3130,clwd,F,na,,
64,Michael A,na,na,2019,7,19,19,3200,clwd,F,na,,
65,Michael A,na,na,2019,7,19,19,3230,clwd,F,na,,
66,Michael A,na,na,2019,7,19,19,3300,clwd,F,na,,
67,Michael A,na,na,2019,7,19,19,3330,clwd,F,na,,
68,Michael A,na,na,2019,7,19,19,3400,clwd,F,na,,
69,Michael A,na,na,2019,7,19,19,3430,clwd,F,na,,
70,Michael A,na,na,2019,7,19,19,3500,clwd,F,na,,
71,Michael A,na,na,2019,7,19,19,3530,clwd,F,na,,
72,Michael A,na,na,2019,7,19,19,3600,clwd,F,na,,
73,Michael A,na,na,2019,7,19,19,3630,clwd,F,na,,
74,Michael A,na,na,2019,7,19,19,3700,clwd,F,na,,
75,Michael A,na,na,2019,7,19,19,3730,clwd,F,na,,
76,Michael A,na,na,2019,7,19,19,3800,clwd,F,na,,
77,Michael A,na,na,2019,7,19,19,3830,clwd,F,na,,
78,Michael A,na,na,2019,7,19,19,3900,clwd,F,na,,
79,Michael A,na,na,2019,7,19,19,3930,clwd,F,na,,
80,Michael A,na,na,2019,7,19,19,4000,clwd,F,na,,
81,Michael A,na,na,2019,7,19,19,4030,clwd,F,na,,
82,Michael A,na,na,2019,7,19,19,4100,clwd,F,na,,
83,Michael A,na,na,2019,7,19,19,4130,clwd,F,na,,
84,Michael A,na,na,2019,7,19,19,4200,clwd,F,na,,
85,Michael A,na,na,2019,7,19,19,4230,clwd,F,na,,
86,Michael A,na,na,2019,7,19,19,4300,clwd,F,na,,
87,Michael A,na,na,2019,7,19,19,4330,clwd,F,na,,
88,Michael A,na,na,2019,7,19,19,4400,clwd,F,na,,
89,Michael A,na,na,2019,7,19,19,4430,clwd,F,na,,
90,Michael A,na,na,2019,7,19,19,4500,clwd,F,na,,
91,Michael A,na,na,2019,7,19,19,4530,clwd,F,na,,
92,Michael A,na,na,2019,7,19,19,4600,clwd,F,na,,
93,Michael A,na,na,2019,7,19,19,4630,clwd,F,na,,
94,Michael A,na,na,2019,7,19,19,4700,clwd,F,na,,
95,Michael A,na,na,2019,7,19,19,4730,clwd,F,na,,
96,Michael A,na,na,2019,7,19,19,4800,clwd,F,na,,
97,Michael A,na,na,2019,7,19,19,4830,clwd,F,na,,
98,Michael A,na,na,2019,7,19,19,4900,clwd,F,na,,
99,Michael A,na,na,2019,7,19,19,4930,clwd,F,na,,
100,Michael A,na,na,2019,7,19,19,5000,clwd,F,na,,
101,Michael A,na,na,2019,7,19,19,5030,clwd,F,na,,
102,Michael A,na,na,2019,7,19,19,5100,clwd,F,na,,
103,Michael A,na,na,2019,7,19,19,5130,clwd,F,na,,
104,Michael A,na,na,2019,7,19,19,5200,clwd,F,na,,
105,Michael A,na,na,2019,7,19,19,5230,clwd,F,na,,
106,Michael A,na,na,2019,7,19,19,5300,clwd,F,na,,
107,Michael A,na,na,2019,7,19,19,5330,clwd,F,na,,
108,Michael A,na,na,2019,7,19,19,5400,clwd,F,na,,
109,Michael A,na,na,2019,7,19,20,0300,clwd,F,na,,
110,Michael A,na,na,2019,7,19,20,0330,clwd,F,na,,
111,Michael A,na,na,2019,7,19,20,0400,clwd,F,na,,
112,Michael A,na,na,2019,7,19,20,0430,clwd,F,na,,
113,Michael A,na,na,2019,7,19,20,0500,clwd,F,na,,
114,Michael A,na,na,2019,7,19,20,0530,clwd,F,na,,
115,Michael A,na,na,2019,7,19,20,0600,clwd,F,na,,
116,Michael A,na,na,2019,7,19,20,0630,clwd,F,na,,
117,Michael A,na,na,2019,7,19,20,0700,clwd,F,na,,
118,Michael A,na,na,2019,7,19,20,0730,clwd,F,na,,
119,Michael A,na,na,2019,7,19,20,0800,clwd,F,na,,
120,Michael A,na,na,2019,7,19,20,0830,clwd,F,na,,
1,Michael A,na,na,2019,7,20,19,0030,clwd,F,na,"clwd was supposed to have been released on this day (7/20) at 6 PM, however I cannot find it on any camera for the entire hour",
2,Michael A,na,na,2019,7,20,19,0100,clwd,F,na,,
