obs # ,,video,camera,year,month,day,start time,time,focal bat,bat infected,behavior (letter),comment,
1 to x,scorer,file path on hard drive,"channel number (e.g. ""2"" for CH02)",year of video,month of video,day of video,AKA focal hour,00:30-60:00 (s),Bat ID (see bat key),T/F,see behavior key in project plan key,e.g don't know if self or social grooming,
105,Michael A,CH02_2019-07-15_19_45_35__19_53_57.mp4,2,2019,07,15,19,5230,blx,T,m,,
106,Michael A,CH02_2019-07-15_19_45_35__19_53_57.mp4,2,2019,07,15,19,5300,blx,T,g,,
107,Michael A,CH02_2019-07-15_19_45_35__19_53_57.mp4,2,2019,07,15,19,5330,blx,T,g,,
108,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5400,blx,T,g,,
109,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5430,blx,T,g,,
110,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5500,blx,T,g,,
111,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5530,blx,T,g,,
112,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5600,blx,T,g,,
113,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5630,blx,T,g,,
114,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5700,blx,T,g,,
115,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5730,blx,T,g,,
116,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5800,blx,T,g,,
117,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5830,blx,T,g,,
118,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5900,blx,T,g,,
119,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,5930,blx,T,g,,
120,Michael A,CH02_2019-07-15_19_53_57__20_02_19.mp4,2,2019,07,15,19,6000,blx,T,g,,
1,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0030,blx,T,s,,
2,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0100,blx,T,s,,
3,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0130,blx,T,s,,
4,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0200,blx,T,s,,
5,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0230,blx,T,s,,
6,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0300,blx,T,s,,
7,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0330,blx,T,s,,
8,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0400,blx,T,s,,
9,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0430,blx,T,s,,
10,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0500,blx,T,s,,
11,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0530,blx,T,s,,
12,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0600,blx,T,s,,
13,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0630,blx,T,s,,
14,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0700,blx,T,s,,
15,Michael A,CH02_2019-07-16_18_59_59__19_07_53.mp4,2,2019,07,16,19,0730,blx,T,s,,
16,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,0800,blx,T,s,,
17,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,0830,blx,T,s,,
18,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,0900,blx,T,s,,
19,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,0930,blx,T,s,,
20,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1000,blx,T,s,,
21,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1030,blx,T,s,,
22,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1100,blx,T,s,,
23,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1130,blx,T,s,,
24,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1200,blx,T,s,,
25,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1230,blx,T,s,,
26,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1300,blx,T,s,,
27,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1330,blx,T,s,,
28,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1400,blx,T,s,,
29,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1430,blx,T,s,,
30,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1500,blx,T,s,,
31,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1530,blx,T,s,,
32,Michael A,CH02_2019-07-16_19_07_53__19_16_16.mp4,2,2019,07,16,19,1600,blx,T,s,,
33,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1630,blx,T,s,,
34,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1700,blx,T,s,,
35,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1730,blx,T,s,,
36,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1800,blx,T,s,,
37,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1830,blx,T,s,,
38,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1900,blx,T,s,,
39,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,1930,blx,T,s,,
40,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2000,blx,T,s,,
41,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2030,blx,T,s,,
42,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2100,blx,T,s,,
43,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2130,blx,T,s,,
44,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2200,blx,T,m,,
45,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2230,blx,T,r,,
46,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2300,blx,T,r,,
47,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2330,blx,T,sg,sg w/cdw,
48,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2400,blx,T,sg,sg w/cdw,
49,Michael A,CH02_2019-07-16_19_16_16__19_24_38.mp4,2,2019,07,16,19,2430,blx,T,sg,sg w/cdw,
50,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2500,blx,T,m,,
51,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2530,blx,T,sg,sg w/cdw,
52,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2600,blx,T,m,,
53,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2630,blx,T,m,,
54,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2700,blx,T,r,,
55,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2730,blx,T,m,,
56,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2800,blx,T,r,,
57,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2830,blx,T,r,,
58,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2900,blx,T,r,,
59,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,2930,blx,T,m,,
60,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3000,blx,T,r,,
61,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3030,blx,T,r,,
62,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3100,blx,T,r,,
63,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3130,blx,T,r,,
64,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3200,blx,T,r,,
65,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3230,blx,T,r,,
66,Michael A,CH02_2019-07-16_19_24_38__19_33_00.mp4,2,2019,07,16,19,3300,blx,T,r,,
67,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3330,blx,T,r,,
68,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3400,blx,T,r,,
69,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3430,blx,T,r,,
70,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3500,blx,T,r,,
71,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3530,blx,T,r,,
72,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3600,blx,T,r,,
73,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3630,blx,T,r,,
74,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3700,blx,T,m,,
75,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3730,blx,T,r,,
76,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3800,blx,T,r,,
77,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3830,blx,T,m,,
78,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3900,blx,T,m,,
79,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,3930,blx,T,r,,
80,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,4000,blx,T,r,,
81,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,4030,blx,T,r,,
82,Michael A,CH02_2019-07-16_19_33_00__19_41_22.mp4,2,2019,07,16,19,4100,blx,T,m,,
83,Michael A,CH02_2019-07-16_19_41_23__19_49_45.mp4,2,2019,07,16,19,4130,blx,T,m,,
84,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5200,blx,T,g,,
85,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5230,blx,T,m,,
86,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5300,blx,T,m,,
87,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5330,blx,T,m,,
88,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5400,blx,T,r,,
89,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5430,blx,T,r,,
90,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5500,blx,T,g,,
91,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5530,blx,T,g,,
92,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5600,blx,T,g,,
93,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5630,blx,T,g,,
94,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5700,blx,T,g,,
95,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5730,blx,T,g,,
96,Michael A,CH02_2019-07-16_19_49_45__19_58_07.mp4,2,2019,07,16,19,5800,blx,T,r,,
97,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,5830,blx,T,r,,
98,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,5900,blx,T,g,,
99,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,5930,blx,T,g,,
100,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,6000,blx,T,g,,
101,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0030,blx,T,g,,
102,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0100,blx,T,g,,
103,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0130,blx,T,g,,
104,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0200,blx,T,g,,
105,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0230,blx,T,g,,
106,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0300,blx,T,g,,
107,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0330,blx,T,g,,
108,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0400,blx,T,g,,
109,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0430,blx,T,g,,
110,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0500,blx,T,g,,
111,Michael A,CH02_2019-07-16_19_58_07__20_06_29.mp4,2,2019,07,16,19,0530,blx,T,g,,
112,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0600,blx,T,g,,
113,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0630,blx,T,g,,
114,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0700,blx,T,g,,
115,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0730,blx,T,g,,
116,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0800,blx,T,m,,
117,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0830,blx,T,g,,
118,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0900,blx,T,m,,
119,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,0930,blx,T,g,,
120,Michael A,CH02_2019-07-16_20_06_29__20_14_52.mp4,2,2019,07,16,19,1000,blx,T,g,,
1,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0030,blx,T,g,,
2,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0100,blx,T,g,,
3,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0130,blx,T,g,,
4,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0200,blx,T,g,,
5,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0230,blx,T,g,,
6,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0300,blx,T,g,,
7,Michael A,CH02_2019-07-17_18_59_59__19_03_40.mp4,2,2019,07,17,19,0330,blx,T,g,,
8,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0400,blx,T,g,,
9,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0430,blx,T,g,,
10,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0500,blx,T,g,,
11,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0530,blx,T,g,,
12,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0600,blx,T,g,,
13,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0630,blx,T,g,,
14,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0700,blx,T,g,,
15,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0730,blx,T,g,,
16,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0800,blx,T,g,,
17,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0830,blx,T,m,,
18,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0900,blx,T,g,,
19,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,0930,blx,T,g,,
20,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,1000,blx,T,g,,
21,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,1030,blx,T,g,,
22,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,1100,blx,T,g,,
23,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,1130,blx,T,g,,
24,Michael A,CH02_2019-07-17_19_03_40__19_12_03.mp4,2,2019,07,17,19,1200,blx,T,g,,
25,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1230,blx,T,g,,
26,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1300,blx,T,g,,
27,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1330,blx,T,g,,
28,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1400,blx,T,g,,
29,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1430,blx,T,g,,
30,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1500,blx,T,g,,
31,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1530,blx,T,g,,
32,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1600,blx,T,g,,
33,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1630,blx,T,g,,
34,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1700,blx,T,m,,
35,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1730,blx,T,sg,licking staph infected part of other bat,
36,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1800,blx,T,g,,
37,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1830,blx,T,g,,
38,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1900,blx,T,g,,
39,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,1930,blx,T,g,,
40,Michael A,CH02_2019-07-17_19_12_03__19_20_25.mp4,2,2019,07,17,19,2000,blx,T,g,,
41,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2030,blx,T,g,,
42,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2100,blx,T,g,,
43,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2130,blx,T,g,,
44,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2200,blx,T,g,,
45,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2230,blx,T,g,,
46,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2300,blx,T,g,,
47,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2330,blx,T,g,,
48,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2400,blx,T,r,,
49,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2430,blx,T,r,,
50,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2500,blx,T,m,,
51,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2530,blx,T,r,,
52,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2600,blx,T,s,,
53,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2630,blx,T,s,,
54,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2700,blx,T,s,,
55,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2730,blx,T,s,,
56,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2800,blx,T,s,,
57,Michael A,CH02_2019-07-17_19_20_25__19_28_47.mp4,2,2019,07,17,19,2830,blx,T,s,,
58,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,2900,blx,T,s,,
59,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,2930,blx,T,s,,
60,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3000,blx,T,s,,
61,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3030,blx,T,s,,
62,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3100,blx,T,s,,
63,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3130,blx,T,s,,
64,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3200,blx,T,s,,
65,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3230,blx,T,s,,
66,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3300,blx,T,s,,
67,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3330,blx,T,s,,
68,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3400,blx,T,s,,
69,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3430,blx,T,s,,
70,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3500,blx,T,s,,
71,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3530,blx,T,s,,
72,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3600,blx,T,s,,
73,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3630,blx,T,s,,
74,Michael A,CH02_2019-07-17_19_28_47__19_37_09.mp4,2,2019,07,17,19,3700,blx,T,s,,
75,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,3730,blx,T,s,,
76,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,3800,blx,T,s,,
77,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,3830,blx,T,s,,
78,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,3900,blx,T,s,,
79,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,3930,blx,T,s,,
80,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4000,blx,T,s,,
81,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4030,blx,T,s,,
82,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4100,blx,T,s,,
83,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4130,blx,T,s,,
84,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4200,blx,T,s,,
85,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4230,blx,T,s,,
86,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4300,blx,T,s,,
87,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4330,blx,T,s,,
88,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4400,blx,T,s,,
89,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4430,blx,T,s,,
90,Michael A,CH02_2019-07-17_19_37_09__19_45_32.mp4,2,2019,07,17,19,4500,blx,T,s,,
91,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4530,blx,T,s,,
92,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4600,blx,T,s,,
93,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4630,blx,T,s,,
94,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4700,blx,T,s,,
95,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4730,blx,T,s,,
96,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4800,blx,T,s,,
97,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4830,blx,T,r,,
98,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4900,blx,T,r,,
99,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,4930,blx,T,r,,
100,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5000,blx,T,m,,
101,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5030,blx,T,m,,
102,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5100,blx,T,m,,
103,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5130,blx,T,r,,
104,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5200,blx,T,r,,
105,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5230,blx,T,m,,
106,Michael A,CH02_2019-07-17_19_45_32__19_53_54.mp4,2,2019,07,17,19,5300,blx,T,m,,
